order_id,customer_id,order_date
50174,869,2025-02-03
50175,833,2025-11-17
50176,370,2025-07-08
50177,556,2025-09-19
50178,568,2025-09-23
50179,654,2025-02-07
50180,70,2025-08-15
50181,325,2025-11-11
50182,171,2025-06-13
50183,698,2025-11-11
50184,70,2025-12-12
50185,517,2025-07-19
50186,728,2025-02-07
50187,949,2025-08-14
50188,289,2025-11-18
50189,8,2025-07-31
50190,724,2025-10-20
50191,2,2025-07-15
50192,67,2025-06-03
50193,991,2025-12-12
50194,863,2025-02-25
50195,708,2025-06-13
50196,836,2025-02-26
50197,76,2025-08-27
50198,89,2025-12-03
50199,301,2025-12-31
50200,24,2025-03-27
50201,889,2025-09-23
50202,57,2025-11-16
50203,545,2025-11-01
50204,854,2025-07-03
50205,735,2025-03-05
50206,235,2025-06-18
50207,471,2025-10-11
50208,549,2025-08-15
50209,768,2025-05-22
50210,427,2025-03-20
50211,286,2025-08-26
50212,796,2025-06-06
50213,887,2025-06-22
50214,489,2025-12-09
50215,29,2025-01-04
50216,501,2025-03-28
50217,890,2025-12-02
50218,990,2025-12-03
50219,402,2025-04-21
50220,151,2025-12-29
50221,573,2025-03-19
50222,831,2025-01-19
50223,946,2025-04-23
50224,52,2025-07-13
50225,291,2025-01-03
50226,478,2025-03-04
50227,99,2025-10-16
50228,887,2025-08-15
50229,113,2025-08-09
50230,666,2025-12-28
50231,919,2025-03-25
50232,686,2025-11-24
50233,764,2025-05-10
50234,264,2025-12-04
50235,828,2025-10-13
50236,419,2025-03-19
50237,62,2025-03-18
50238,367,2025-07-17
50239,350,2025-07-03
50240,522,2025-03-27
50241,265,2025-04-06
50242,463,2025-11-25
50243,428,2025-10-03
50244,327,2025-03-11
50245,697,2025-09-22
50246,306,2025-02-26
50247,766,2025-06-12
50248,251,2025-01-05
50249,865,2025-08-25
50250,366,2025-03-08
50251,41,2025-03-28
50252,150,2025-03-11
50253,807,2025-03-08
50254,873,2025-01-29
50255,212,2025-07-22
50256,603,2025-11-13
50257,575,2025-04-21
50258,134,2025-10-12
50259,452,2025-07-18
50260,694,2025-04-03
50261,968,2025-01-23
50262,848,2025-10-13
50263,98,2025-01-09
50264,238,2025-06-04
50265,437,2025-01-13
50266,151,2025-10-11
50267,571,2025-12-28
50268,9,2025-04-28
50269,114,2025-04-25
50270,48,2025-07-26
50271,296,2025-07-03
50272,763,2025-05-20
50273,178,2025-05-14
50274,988,2025-03-10
50275,270,2025-04-02
50276,45,2025-08-02
50277,336,2025-09-26
50278,749,2025-10-02
50279,107,2025-07-08
50280,72,2025-10-02
50281,850,2025-08-05
50282,593,2025-05-11
50283,344,2025-05-09
50284,757,2025-07-09
50285,845,2025-04-23
50286,360,2025-10-06
50287,562,2025-03-09
50288,11,2025-01-20
50289,307,2025-06-29
50290,596,2025-01-27
50291,198,2025-03-11
50292,992,2025-05-18
50293,972,2025-01-02
50294,258,2025-03-23
50295,397,2025-07-18
50296,190,2025-05-17
50297,504,2025-11-24
50298,124,2025-02-04
50299,391,2025-09-20
50300,556,2025-08-05
50301,612,2025-08-24
50302,597,2025-09-03
50303,222,2025-01-20
50304,793,2025-10-17
50305,692,2025-05-01
50306,754,2025-08-26
50307,468,2025-04-18
50308,893,2025-05-25
50309,390,2025-09-13
50310,806,2025-12-08
50311,204,2025-11-17
50312,248,2025-09-23
50313,527,2025-07-16
50314,556,2025-07-12
50315,747,2025-12-19
50316,298,2025-03-17
50317,873,2025-12-15
50318,330,2025-08-25
50319,535,2025-08-13
50320,932,2025-08-04
50321,540,2025-10-24
50322,682,2025-09-07
50323,909,2025-02-04
50324,975,2025-10-13
50325,500,2025-09-23
50326,417,2025-11-30
50327,197,2025-12-08
50328,538,2025-12-13
50329,919,2025-01-16
50330,488,2025-08-19
50331,349,2025-12-08
50332,108,2025-12-19
50333,390,2025-07-20
50334,237,2025-11-29
50335,977,2025-11-18
50336,528,2025-01-01
50337,137,2025-11-20
50338,68,2025-08-21
50339,851,2025-07-29
50340,932,2025-03-07
50341,764,2025-12-02
50342,124,2025-04-18
50343,99,2025-06-02
50344,198,2025-04-19
50345,752,2025-12-20
50346,766,2025-06-26
50347,838,2025-02-11
50348,97,2025-01-04
50349,154,2025-12-24
50350,901,2025-03-28
50351,929,2025-10-09
50352,726,2025-01-11
50353,107,2025-11-24
50354,69,2025-08-26
50355,56,2025-03-24
50356,692,2025-11-21
50357,846,2025-04-19
50358,632,2025-12-31
50359,263,2025-08-07
50360,758,2025-06-13
50361,60,2025-01-22
50362,829,2025-04-05
50363,892,2025-01-22
50364,719,2025-11-08
50365,880,2025-02-06
50366,587,2025-02-11
50367,469,2025-02-15
50368,323,2025-12-22
50369,922,2025-12-21
50370,698,2025-09-18
50371,191,2025-01-27
50372,957,2025-07-03
50373,60,2025-12-13
50374,588,2025-02-05
50375,191,2025-10-17
50376,665,2025-01-07
50377,413,2025-10-21
50378,438,2025-07-18
50379,672,2025-11-21
50380,757,2025-06-01
50381,381,2025-10-14
50382,998,2025-11-04
50383,499,2025-04-29
50384,161,2025-08-23
50385,7,2025-06-18
50386,203,2025-06-07
50387,692,2025-10-19
50388,540,2025-03-24
50389,338,2025-02-13
50390,482,2025-06-25
50391,839,2025-10-27
50392,572,2025-03-01
50393,59,2025-05-05
50394,50,2025-09-01
50395,483,2025-06-24
50396,405,2025-08-10
50397,851,2025-07-12
50398,583,2025-10-23
50399,757,2025-11-16
50400,586,2025-06-14
50401,346,2025-06-07
50402,658,2025-04-12
50403,622,2025-06-11
50404,721,2025-11-02
50405,190,2025-07-03
50406,642,2025-09-10
50407,286,2025-06-02
50408,791,2025-09-15
50409,799,2025-09-18
50410,625,2025-07-12
50411,947,2025-12-08
50412,538,2025-11-16
50413,26,2025-02-27
50414,607,2025-03-25
50415,778,2025-12-15
50416,102,2025-05-27
50417,105,2025-04-24
50418,274,2025-10-18
50419,845,2025-08-08
50420,528,2025-02-18
50421,977,2025-02-03
50422,873,2025-10-22
50423,555,2025-10-07
50424,680,2025-05-09
50425,332,2025-11-11
50426,91,2025-02-15
50427,399,2025-11-14
50428,593,2025-01-29
50429,183,2025-08-21
50430,222,2025-11-04
50431,15,2025-08-15
50432,735,2025-10-12
50433,900,2025-05-06
50434,828,2025-04-16
50435,380,2025-04-08
50436,594,2025-02-12
50437,961,2025-04-12
50438,592,2025-04-01
50439,296,2025-10-04
50440,339,2025-03-19
50441,728,2025-03-02
50442,447,2025-09-25
50443,838,2025-07-16
50444,865,2025-03-20
50445,36,2025-09-15
50446,724,2025-03-20
50447,370,2025-10-14
50448,520,2025-01-12
50449,265,2025-08-04
50450,369,2025-08-06
50451,331,2025-05-17
50452,51,2025-09-09
50453,783,2025-05-19
50454,144,2025-08-27
50455,376,2025-03-23
50456,194,2025-07-27
50457,161,2025-10-04
50458,374,2025-12-19
50459,919,2025-05-12
50460,945,2025-06-22
50461,382,2025-06-23
50462,506,2025-11-10
50463,986,2025-12-18
50464,235,2025-08-24
50465,945,2025-10-28
50466,106,2025-01-31
50467,226,2025-10-05
50468,339,2025-10-23
50469,38,2025-09-18
50470,816,2025-08-02
50471,856,2025-11-25
50472,384,2025-08-27
50473,837,2025-11-05
50474,773,2025-03-07
50475,802,2025-08-31
50476,803,2025-06-09
50477,574,2025-11-13
50478,111,2025-11-18
50479,924,2025-11-05
50480,609,2025-03-20
50481,902,2025-06-29
50482,960,2025-01-01
50483,188,2025-12-24
50484,403,2025-04-04
50485,193,2025-08-16
50486,51,2025-06-27
50487,967,2025-11-27
50488,924,2025-10-27
50489,932,2025-10-11
50490,884,2025-08-23
50491,649,2025-02-13
50492,523,2025-12-02
50493,992,2025-01-23
50494,553,2025-06-16
50495,643,2025-05-19
50496,212,2025-05-23
50497,747,2025-12-23
50498,820,2025-03-26
50499,679,2025-07-31
50500,499,2025-03-21
50501,198,2025-11-29
50502,34,2025-09-26
50503,628,2025-06-01
50504,684,2025-01-30
50505,773,2025-02-25
50506,951,2025-03-30
50507,498,2025-05-29
50508,830,2025-11-20
50509,717,2025-02-13
50510,278,2025-07-30
50511,846,2025-05-07
50512,54,2025-01-18
50513,599,2025-08-15
50514,941,2025-09-15
50515,659,2025-12-17
50516,938,2025-07-04
50517,57,2025-04-29
50518,533,2025-11-08
50519,781,2025-04-01
50520,643,2025-09-07
50521,881,2025-12-11
50522,463,2025-01-02
50523,683,2025-12-04
50524,420,2025-03-17
50525,873,2025-06-25
50526,120,2025-04-05
50527,255,2025-02-22
50528,97,2025-09-14
50529,703,2025-06-25
50530,233,2025-07-05
50531,318,2025-06-26
50532,837,2025-09-30
50533,361,2025-12-19
50534,146,2025-07-07
50535,21,2025-02-26
50536,227,2025-04-30
50537,915,2025-07-01
50538,549,2025-02-07
50539,995,2025-03-25
50540,216,2025-03-15
50541,352,2025-12-22
50542,164,2025-05-27
50543,399,2025-11-17
50544,564,2025-07-21
50545,809,2025-07-04
50546,369,2025-12-09
50547,772,2025-09-10
50548,627,2025-03-29
50549,292,2025-04-13
50550,913,2025-09-01
50551,435,2025-01-01
50552,151,2025-02-25
50553,963,2025-01-28
50554,914,2025-09-18
50555,50,2025-06-11
50556,903,2025-01-05
50557,948,2025-09-28
50558,830,2025-08-28
50559,255,2025-09-20
50560,632,2025-03-01
50561,539,2025-11-16
50562,621,2025-03-07
50563,617,2025-07-28
50564,640,2025-07-24
50565,515,2025-03-21
50566,691,2025-05-18
50567,527,2025-01-20
50568,17,2025-06-22
50569,36,2025-09-05
50570,959,2025-04-23
50571,910,2025-07-16
50572,586,2025-12-15
50573,175,2025-03-27
50574,782,2025-04-17
50575,144,2025-02-13
50576,378,2025-07-17
50577,330,2025-03-16
50578,13,2025-11-08
50579,808,2025-04-17
50580,510,2025-08-31
50581,317,2025-03-11
50582,508,2025-04-28
50583,1,2025-03-04
50584,437,2025-07-21
50585,520,2025-01-11
50586,340,2025-01-31
50587,831,2025-07-03
50588,250,2025-07-19
50589,138,2025-05-01
50590,528,2025-06-07
50591,888,2025-06-02
50592,376,2025-10-04
50593,47,2025-06-12
50594,970,2025-11-06
50595,445,2025-03-21
50596,173,2025-03-14
50597,616,2025-05-28
50598,320,2025-01-30
50599,938,2025-09-02
50600,294,2025-05-23
50601,551,2025-05-14
50602,544,2025-07-14
50603,243,2025-01-30
50604,500,2025-05-18
50605,110,2025-12-21
50606,644,2025-08-18
50607,759,2025-07-29
50608,951,2025-07-04
50609,326,2025-06-21
50610,286,2025-12-08
50611,549,2025-12-06
50612,693,2025-05-30
50613,993,2025-12-04
50614,26,2025-01-31
50615,239,2025-04-27
50616,263,2025-04-21
50617,256,2025-09-12
50618,464,2025-08-10
50619,873,2025-06-22
50620,31,2025-04-04
50621,816,2025-07-05
50622,618,2025-04-09
50623,616,2025-07-01
50624,679,2025-05-04
50625,116,2025-11-21
50626,747,2025-09-30
50627,249,2025-03-05
50628,517,2025-12-10
50629,677,2025-08-29
50630,604,2025-05-08
50631,324,2025-07-13
50632,397,2025-03-13
50633,477,2025-01-18
50634,42,2025-06-03
50635,727,2025-10-13
50636,100,2025-05-09
50637,459,2025-05-21
50638,655,2025-12-28
50639,81,2025-12-27
50640,996,2025-06-19
50641,378,2025-01-17
50642,16,2025-09-05
50643,659,2025-09-18
50644,558,2025-11-30
50645,641,2025-12-13
50646,752,2025-08-18
50647,476,2025-02-09
50648,827,2025-04-02
50649,371,2025-09-19
50650,546,2025-08-10
50651,159,2025-06-09
50652,620,2025-05-27
50653,262,2025-09-16
50654,697,2025-06-04
50655,802,2025-02-26
50656,859,2025-12-24
50657,930,2025-05-08
50658,123,2025-04-12
50659,138,2025-01-26
50660,927,2025-06-21
50661,381,2025-12-26
50662,27,2025-02-28
50663,287,2025-03-31
50664,837,2025-03-07
50665,355,2025-02-04
50666,77,2025-08-09
50667,723,2025-04-19
50668,195,2025-10-02
50669,353,2025-05-27
50670,4,2025-08-21
50671,602,2025-02-02
50672,446,2025-05-01
50673,868,2025-06-01
50674,335,2025-01-22
50675,205,2025-06-03
50676,166,2025-06-21
50677,201,2025-05-28
50678,452,2025-07-04
50679,88,2025-10-18
50680,403,2025-10-09
50681,855,2025-01-06
50682,768,2025-08-22
50683,638,2025-11-26
50684,894,2025-11-15
50685,781,2025-04-29
50686,653,2025-10-13
50687,864,2025-10-20
50688,125,2025-05-14
50689,819,2025-11-14
50690,296,2025-08-19
50691,734,2025-10-02
50692,914,2025-09-30
50693,497,2025-10-13
50694,89,2025-12-16
50695,371,2025-11-09
50696,407,2025-06-04
50697,937,2025-07-25
50698,943,2025-08-25
50699,569,2025-11-09
50700,951,2025-05-24
50701,437,2025-04-25
50702,412,2025-09-27
50703,837,2025-12-15
50704,668,2025-11-29
50705,523,2025-02-24
50706,457,2025-12-02
50707,706,2025-10-16
50708,754,2025-02-27
50709,491,2025-01-03
50710,32,2025-03-16
50711,102,2025-12-06
50712,145,2025-10-03
50713,463,2025-07-29
50714,615,2025-08-19
50715,804,2025-05-31
50716,233,2025-11-27
50717,787,2025-02-27
50718,667,2025-04-25
50719,52,2025-03-15
50720,352,2025-11-06
50721,303,2025-07-17
50722,887,2025-09-07
50723,922,2025-12-02
50724,820,2025-03-13
50725,529,2025-12-19
50726,493,2025-02-16
50727,312,2025-10-03
50728,773,2025-09-14
50729,87,2025-10-29
50730,272,2025-02-27
50731,136,2025-12-17
50732,495,2025-10-17
50733,300,2025-02-10
50734,198,2025-07-23
50735,377,2025-10-26
50736,861,2025-06-24
50737,559,2025-05-20
50738,824,2025-04-11
50739,914,2025-07-08
50740,903,2025-12-26
50741,352,2025-08-10
50742,878,2025-09-21
50743,910,2025-10-12
50744,960,2025-10-11
50745,352,2025-05-27
50746,229,2025-10-08
50747,585,2025-04-30
50748,932,2025-08-02
50749,901,2025-04-21
50750,572,2025-12-09
50751,150,2025-09-24
50752,423,2025-08-02
50753,715,2025-06-14
50754,561,2025-07-09
50755,346,2025-10-12
50756,343,2025-04-10
50757,60,2025-10-30
50758,289,2025-04-13
50759,670,2025-02-21
50760,242,2025-09-26
50761,994,2025-09-16
50762,83,2025-05-03
50763,589,2025-08-25
50764,497,2025-09-23
50765,834,2025-10-15
50766,888,2025-12-14
50767,544,2025-11-08
50768,631,2025-06-10
50769,699,2025-03-26
50770,521,2025-02-05
50771,185,2025-07-29
50772,429,2025-09-01
50773,242,2025-09-10
50774,465,2025-01-04
50775,616,2025-09-13
50776,210,2025-10-15
50777,250,2025-09-21
50778,823,2025-07-11
50779,378,2025-01-06
50780,199,2025-06-28
50781,714,2025-08-24
50782,717,2025-07-27
50783,827,2025-07-29
50784,760,2025-07-08
50785,992,2025-07-21
50786,575,2025-04-29
50787,287,2025-08-09
50788,863,2025-04-13
50789,265,2025-06-29
50790,292,2025-06-01
50791,829,2025-09-18
50792,882,2025-11-23
50793,340,2025-08-20
50794,730,2025-02-19
50795,923,2025-09-01
50796,799,2025-04-29
50797,5,2025-01-19
50798,665,2025-03-12
50799,170,2025-12-31
50800,847,2025-06-05
50801,68,2025-03-15
50802,994,2025-02-18
50803,178,2025-08-26
50804,421,2025-10-05
50805,235,2025-05-09
50806,814,2025-02-07
50807,394,2025-05-10
50808,745,2025-08-31
50809,68,2025-02-11
50810,453,2025-04-08
50811,912,2025-01-01
50812,927,2025-06-22
50813,209,2025-03-04
50814,395,2025-03-14
50815,410,2025-02-11
50816,566,2025-09-24
50817,538,2025-06-28
50818,106,2025-12-13
50819,763,2025-05-25
50820,226,2025-03-22
50821,315,2025-03-16
50822,841,2025-12-14
50823,690,2025-08-04
50824,397,2025-04-29
50825,913,2025-08-27
50826,395,2025-07-23
50827,566,2025-02-11
50828,246,2025-09-14
50829,184,2025-02-13
50830,492,2025-03-14
50831,564,2025-09-18
50832,806,2025-06-12
50833,391,2025-03-23
50834,896,2025-01-25
50835,608,2025-08-05
50836,71,2025-09-12
50837,740,2025-03-16
50838,575,2025-06-02
50839,390,2025-05-06
50840,468,2025-11-22
50841,302,2025-10-16
50842,615,2025-04-11
50843,567,2025-07-07
50844,448,2025-12-04
50845,286,2025-05-07
50846,399,2025-02-21
50847,498,2025-04-19
50848,472,2025-08-10
50849,310,2025-12-29
50850,582,2025-04-23
50851,227,2025-01-22
50852,501,2025-03-08
50853,122,2025-05-31
50854,473,2025-02-04
50855,784,2025-01-13
50856,818,2025-08-28
50857,695,2025-10-28
50858,746,2025-03-27
50859,66,2025-07-10
50860,342,2025-07-29
50861,655,2025-09-01
50862,801,2025-12-24
50863,583,2025-11-20
50864,854,2025-04-26
50865,274,2025-12-23
50866,154,2025-01-13
50867,87,2025-12-18
50868,583,2025-02-22
50869,666,2025-02-11
50870,286,2025-02-13
50871,784,2025-02-14
50872,740,2025-06-19
50873,361,2025-08-22
50874,239,2025-09-29
50875,743,2025-01-06
50876,672,2025-04-19
50877,171,2025-02-18
50878,256,2025-02-23
50879,486,2025-09-30
50880,512,2025-08-22
50881,166,2025-03-18
50882,949,2025-04-20
50883,389,2025-12-04
50884,382,2025-07-29
50885,61,2025-03-29
50886,876,2025-12-07
50887,236,2025-03-14
50888,987,2025-04-17
50889,497,2025-09-10
50890,875,2025-07-07
50891,180,2025-01-26
50892,166,2025-10-22
50893,802,2025-03-25
50894,820,2025-09-10
50895,544,2025-05-03
50896,33,2025-10-02
50897,944,2025-11-24
50898,394,2025-10-09
50899,936,2025-12-03
50900,871,2025-07-17
50901,852,2025-01-24
50902,689,2025-07-15
50903,674,2025-06-18
50904,533,2025-09-20
50905,25,2025-04-01
50906,388,2025-09-12
50907,731,2025-06-11
50908,813,2025-09-02
50909,560,2025-06-03
50910,710,2025-05-20
50911,22,2025-03-20
50912,469,2025-10-30
50913,508,2025-01-26
50914,893,2025-03-28
50915,312,2025-06-05
50916,230,2025-02-26
50917,353,2025-12-01
50918,171,2025-05-06
50919,559,2025-03-30
50920,643,2025-04-03
50921,802,2025-03-11
50922,972,2025-08-31
50923,74,2025-06-25
50924,248,2025-03-26
50925,301,2025-11-15
50926,250,2025-08-28
50927,828,2025-05-28
50928,140,2025-07-07
50929,30,2025-08-28
50930,861,2025-02-25
50931,962,2025-10-23
50932,227,2025-04-05
50933,333,2025-01-11
50934,504,2025-07-10
50935,526,2025-11-16
50936,991,2025-09-25
50937,405,2025-04-23
50938,13,2025-05-26
50939,423,2025-08-06
50940,557,2025-03-26
50941,517,2025-10-27
50942,513,2025-04-18
50943,923,2025-03-21
50944,808,2025-02-04
50945,252,2025-09-11
50946,356,2025-01-10
50947,668,2025-10-21
50948,411,2025-12-22
50949,429,2025-02-10
50950,168,2025-02-05
50951,255,2025-12-08
50952,741,2025-02-15
50953,843,2025-05-29
50954,785,2025-11-14
50955,308,2025-02-20
50956,137,2025-08-31
50957,160,2025-05-20
50958,394,2025-06-09
50959,518,2025-12-06
50960,893,2025-08-25
50961,899,2025-04-27
50962,3,2025-12-08
50963,708,2025-07-31
50964,299,2025-02-06
50965,198,2025-05-24
50966,556,2025-03-30
50967,34,2025-08-23
50968,335,2025-11-11
50969,553,2025-01-15
50970,273,2025-10-12
50971,594,2025-12-01
50972,461,2025-12-29
50973,800,2025-08-30
50974,182,2025-04-25
50975,58,2025-02-23
50976,530,2025-12-11
50977,257,2025-05-31
50978,707,2025-05-06
50979,94,2025-09-25
50980,576,2025-09-19
50981,990,2025-10-23
50982,94,2025-11-19
50983,302,2025-11-17
50984,845,2025-03-04
50985,534,2025-03-03
50986,175,2025-03-17
50987,214,2025-08-17
50988,765,2025-08-01
50989,861,2025-11-09
50990,361,2025-11-04
50991,474,2025-10-24
50992,783,2025-01-29
50993,177,2025-09-11
50994,207,2025-11-07
50995,775,2025-12-25
50996,187,2025-05-06
50997,771,2025-10-11
50998,498,2025-05-29
50999,991,2025-02-28
51000,33,2025-05-05
51001,946,2025-04-02
51002,226,2025-11-29
51003,36,2025-03-06
51004,725,2025-02-17
51005,533,2025-07-31
51006,838,2025-07-29
51007,109,2025-07-24
51008,81,2025-02-24
51009,568,2025-07-01
51010,883,2025-12-05
51011,406,2025-02-02
51012,798,2025-10-19
51013,907,2025-02-15
51014,870,2025-03-27
51015,509,2025-11-24
51016,699,2025-04-19
51017,526,2025-07-10
51018,675,2025-05-20
51019,568,2025-08-13
51020,526,2025-05-28
51021,437,2025-06-11
51022,653,2025-10-26
51023,752,2025-07-22
51024,920,2025-07-26
51025,614,2025-10-22
51026,101,2025-06-06
51027,588,2025-10-28
51028,316,2025-09-20
51029,27,2025-11-19
51030,73,2025-06-17
51031,592,2025-07-23
51032,945,2025-02-16
51033,506,2025-02-10
51034,446,2025-02-09
51035,89,2025-08-20
51036,676,2025-04-29
51037,56,2025-04-16
51038,842,2025-08-09
51039,817,2025-05-26
51040,992,2025-02-19
51041,285,2025-07-23
51042,162,2025-07-20
51043,300,2025-02-20
51044,800,2025-04-09
51045,219,2025-03-28
51046,888,2025-09-11
51047,155,2025-04-01
51048,49,2025-01-11
51049,220,2025-04-08
51050,755,2025-06-21
51051,603,2025-10-08
51052,355,2025-01-20
51053,657,2025-11-18
51054,649,2025-05-01
51055,555,2025-05-06
51056,515,2025-01-06
51057,102,2025-04-11
51058,260,2025-06-21
51059,528,2025-08-17
51060,136,2025-10-07
51061,476,2025-07-10
51062,117,2025-02-06
51063,788,2025-05-23
51064,104,2025-09-26
51065,93,2025-08-22
51066,638,2025-08-02
51067,221,2025-07-05
51068,352,2025-07-04
51069,315,2025-12-29
51070,217,2025-08-07
51071,762,2025-08-06
51072,692,2025-05-03
51073,239,2025-06-28
51074,687,2025-09-17
51075,714,2025-11-10
51076,540,2025-10-12
51077,579,2025-08-30
51078,935,2025-10-12
51079,454,2025-01-13
51080,386,2025-04-09
51081,540,2025-03-30
51082,836,2025-08-27
51083,710,2025-10-02
51084,76,2025-02-24
51085,460,2025-03-12
51086,740,2025-06-30
51087,224,2025-12-20
51088,989,2025-01-01
51089,809,2025-11-18
51090,847,2025-03-12
51091,82,2025-04-09
51092,580,2025-08-19
51093,528,2025-09-24
51094,627,2025-11-16
51095,851,2025-01-03
51096,354,2025-01-18
51097,534,2025-06-24
51098,680,2025-07-23
51099,754,2025-04-06
51100,771,2025-08-21
51101,337,2025-04-07
51102,999,2025-12-07
51103,10,2025-03-06
51104,493,2025-08-28
51105,609,2025-07-13
51106,62,2025-02-07
51107,452,2025-08-09
51108,596,2025-02-23
51109,608,2025-07-16
51110,120,2025-08-21
51111,278,2025-01-27
51112,245,2025-03-20
51113,640,2025-04-18
51114,329,2025-12-05
51115,572,2025-03-22
51116,732,2025-12-03
51117,798,2025-07-14
51118,184,2025-12-13
51119,904,2025-10-31
51120,166,2025-04-17
51121,22,2025-07-24
51122,45,2025-09-19
51123,202,2025-01-29
51124,874,2025-08-31
51125,208,2025-06-17
51126,694,2025-01-13
51127,419,2025-11-13
51128,40,2025-04-07
51129,445,2025-11-16
51130,29,2025-03-17
51131,477,2025-07-17
51132,559,2025-05-16
51133,522,2025-11-22
51134,283,2025-12-14
51135,767,2025-10-09
51136,597,2025-11-05
51137,255,2025-10-08
51138,435,2025-04-18
51139,109,2025-12-02
51140,924,2025-07-13
51141,754,2025-05-06
51142,288,2025-03-12
51143,675,2025-09-17
51144,680,2025-04-12
51145,610,2025-08-27
51146,55,2025-01-24
51147,879,2025-08-20
51148,956,2025-08-23
51149,975,2025-07-11
51150,981,2025-08-28
51151,929,2025-12-29
51152,740,2025-11-03
51153,57,2025-06-10
51154,466,2025-11-15
51155,246,2025-12-15
51156,220,2025-02-28
51157,831,2025-05-12
51158,813,2025-09-29
51159,523,2025-07-07
51160,737,2025-02-19
51161,130,2025-06-22
51162,222,2025-05-17
51163,861,2025-09-27
51164,452,2025-07-08
