customer_id,customer_name,city,membership
142,Customer_0142,Chicago,Bronze
143,Customer_0143,Los Angeles,Gold
144,Customer_0144,Houston,Gold
145,Customer_0145,San Diego,Silver
146,Customer_0146,San Antonio,Bronze
147,Customer_0147,New York,Gold
148,Customer_0148,Chicago,Silver
149,Customer_0149,San Antonio,Silver
150,Customer_0150,New York,Gold
151,Customer_0151,San Antonio,Silver
152,Customer_0152,Los Angeles,Bronze
153,Customer_0153,San Diego,Silver
154,Customer_0154,Los Angeles,Gold
155,Customer_0155,Houston,Bronze
156,Customer_0156,Philadelphia,Silver
157,Customer_0157,Chicago,Bronze
158,Customer_0158,Phoenix,Gold
159,Customer_0159,Phoenix,Silver
160,Customer_0160,San Antonio,Silver
161,Customer_0161,San Diego,Gold
162,Customer_0162,Philadelphia,Bronze
163,Customer_0163,Houston,Gold
164,Customer_0164,Houston,Gold
165,Customer_0165,Houston,Silver
166,Customer_0166,San Antonio,Bronze
167,Customer_0167,Los Angeles,Bronze
168,Customer_0168,Chicago,Bronze
169,Customer_0169,Los Angeles,Gold
170,Customer_0170,New York,Silver
171,Customer_0171,New York,Gold
172,Customer_0172,New York,Silver
173,Customer_0173,San Antonio,Bronze
174,Customer_0174,Philadelphia,Bronze
175,Customer_0175,Philadelphia,Silver
176,Customer_0176,Houston,Silver
177,Customer_0177,Philadelphia,Bronze
178,Customer_0178,Chicago,Silver
179,Customer_0179,San Diego,Gold
180,Customer_0180,Phoenix,Silver
181,Customer_0181,San Diego,Gold
182,Customer_0182,Chicago,Gold
183,Customer_0183,Houston,Gold
184,Customer_0184,Philadelphia,Silver
185,Customer_0185,Houston,Silver
186,Customer_0186,Houston,Silver
187,Customer_0187,Chicago,Silver
188,Customer_0188,Houston,Bronze
189,Customer_0189,Chicago,Bronze
190,Customer_0190,Los Angeles,Silver
191,Customer_0191,Philadelphia,Gold
192,Customer_0192,Philadelphia,Bronze
193,Customer_0193,Phoenix,Gold
194,Customer_0194,Los Angeles,Silver
195,Customer_0195,San Diego,Bronze
196,Customer_0196,New York,Silver
197,Customer_0197,Los Angeles,Bronze
198,Customer_0198,New York,Silver
199,Customer_0199,Los Angeles,Silver
200,Customer_0200,San Diego,Gold
201,Customer_0201,Los Angeles,Gold
202,Customer_0202,San Diego,Silver
203,Customer_0203,Houston,Gold
204,Customer_0204,Philadelphia,Bronze
205,Customer_0205,Houston,Gold
206,Customer_0206,Los Angeles,Silver
207,Customer_0207,San Antonio,Bronze
208,Customer_0208,San Diego,Bronze
209,Customer_0209,Los Angeles,Silver
210,Customer_0210,San Antonio,Silver
211,Customer_0211,Los Angeles,Bronze
212,Customer_0212,Philadelphia,Silver
213,Customer_0213,San Antonio,Bronze
214,Customer_0214,Houston,Bronze
215,Customer_0215,Philadelphia,Bronze
216,Customer_0216,Los Angeles,Gold
217,Customer_0217,New York,Silver
218,Customer_0218,New York,Gold
219,Customer_0219,Houston,Silver
220,Customer_0220,San Diego,Bronze
221,Customer_0221,Chicago,Silver
222,Customer_0222,Houston,Silver
223,Customer_0223,Philadelphia,Gold
224,Customer_0224,Chicago,Bronze
225,Customer_0225,Philadelphia,Gold
226,Customer_0226,Los Angeles,Gold
227,Customer_0227,San Antonio,Gold
228,Customer_0228,Phoenix,Gold
229,Customer_0229,Phoenix,Silver
230,Customer_0230,Chicago,Silver
231,Customer_0231,Houston,Silver
232,Customer_0232,San Antonio,Gold
233,Customer_0233,New York,Gold
234,Customer_0234,San Antonio,Silver
235,Customer_0235,Houston,Gold
236,Customer_0236,Philadelphia,Silver
237,Customer_0237,Philadelphia,Gold
238,Customer_0238,Houston,Silver
239,Customer_0239,Los Angeles,Silver
240,Customer_0240,Philadelphia,Silver
241,Customer_0241,Chicago,Gold
242,Customer_0242,Phoenix,Gold
243,Customer_0243,New York,Bronze
244,Customer_0244,Philadelphia,Gold
245,Customer_0245,Philadelphia,Silver
246,Customer_0246,New York,Silver
247,Customer_0247,San Antonio,Silver
248,Customer_0248,Houston,Silver
249,Customer_0249,San Antonio,Bronze
250,Customer_0250,New York,Bronze
251,Customer_0251,Chicago,Gold
252,Customer_0252,Houston,Silver
253,Customer_0253,Chicago,Gold
254,Customer_0254,Los Angeles,Silver
255,Customer_0255,Philadelphia,Silver
256,Customer_0256,Chicago,Gold
257,Customer_0257,Philadelphia,Silver
258,Customer_0258,New York,Bronze
259,Customer_0259,Chicago,Gold
260,Customer_0260,Phoenix,Silver
261,Customer_0261,San Antonio,Bronze
262,Customer_0262,Chicago,Gold
263,Customer_0263,Los Angeles,Gold
264,Customer_0264,San Diego,Gold
265,Customer_0265,San Diego,Bronze
266,Customer_0266,Phoenix,Gold
267,Customer_0267,Houston,Gold
268,Customer_0268,Los Angeles,Gold
269,Customer_0269,Phoenix,Gold
270,Customer_0270,Phoenix,Silver
271,Customer_0271,Los Angeles,Gold
272,Customer_0272,New York,Silver
273,Customer_0273,Chicago,Silver
274,Customer_0274,San Diego,Bronze
275,Customer_0275,Houston,Gold
276,Customer_0276,Houston,Bronze
277,Customer_0277,Houston,Silver
278,Customer_0278,San Antonio,Gold
279,Customer_0279,New York,Bronze
280,Customer_0280,New York,Bronze
281,Customer_0281,Los Angeles,Gold
282,Customer_0282,Houston,Bronze
283,Customer_0283,Philadelphia,Silver
284,Customer_0284,Houston,Silver
285,Customer_0285,Houston,Bronze
286,Customer_0286,San Diego,Silver
287,Customer_0287,Chicago,Bronze
288,Customer_0288,Phoenix,Silver
289,Customer_0289,Phoenix,Bronze
290,Customer_0290,Houston,Silver
291,Customer_0291,San Antonio,Gold
292,Customer_0292,Los Angeles,Silver
293,Customer_0293,San Diego,Silver
294,Customer_0294,Los Angeles,Gold
295,Customer_0295,Phoenix,Gold
296,Customer_0296,Phoenix,Silver
297,Customer_0297,San Antonio,Gold
298,Customer_0298,Houston,Gold
299,Customer_0299,Los Angeles,Bronze
300,Customer_0300,New York,Bronze
301,Customer_0301,Los Angeles,Bronze
302,Customer_0302,San Antonio,Silver
303,Customer_0303,New York,Bronze
304,Customer_0304,San Diego,Silver
305,Customer_0305,Phoenix,Gold
306,Customer_0306,Chicago,Gold
307,Customer_0307,Los Angeles,Silver
308,Customer_0308,Phoenix,Gold
309,Customer_0309,Los Angeles,Silver
310,Customer_0310,New York,Bronze
311,Customer_0311,Philadelphia,Gold
312,Customer_0312,Philadelphia,Gold
313,Customer_0313,New York,Bronze
314,Customer_0314,Los Angeles,Silver
315,Customer_0315,Chicago,Gold
316,Customer_0316,Philadelphia,Bronze
317,Customer_0317,Philadelphia,Bronze
318,Customer_0318,Philadelphia,Silver
319,Customer_0319,San Diego,Silver
320,Customer_0320,San Antonio,Gold
321,Customer_0321,Los Angeles,Gold
322,Customer_0322,New York,Silver
323,Customer_0323,Phoenix,Gold
324,Customer_0324,San Diego,Silver
325,Customer_0325,San Diego,Bronze
326,Customer_0326,Chicago,Gold
327,Customer_0327,Chicago,Silver
328,Customer_0328,New York,Gold
329,Customer_0329,Chicago,Bronze
330,Customer_0330,Phoenix,Gold
331,Customer_0331,Phoenix,Silver
332,Customer_0332,Los Angeles,Silver
333,Customer_0333,Los Angeles,Silver
334,Customer_0334,San Antonio,Silver
335,Customer_0335,Houston,Bronze
336,Customer_0336,San Antonio,Silver
337,Customer_0337,San Diego,Bronze
338,Customer_0338,Los Angeles,Bronze
339,Customer_0339,Chicago,Silver
340,Customer_0340,San Diego,Silver
341,Customer_0341,Philadelphia,Gold
342,Customer_0342,Los Angeles,Bronze
343,Customer_0343,Phoenix,Silver
344,Customer_0344,Phoenix,Silver
345,Customer_0345,San Diego,Gold
346,Customer_0346,Los Angeles,Bronze
347,Customer_0347,San Diego,Silver
348,Customer_0348,San Diego,Silver
349,Customer_0349,Chicago,Gold
350,Customer_0350,Chicago,Bronze
351,Customer_0351,Phoenix,Gold
352,Customer_0352,New York,Gold
353,Customer_0353,Los Angeles,Bronze
354,Customer_0354,Houston,Bronze
355,Customer_0355,San Diego,Gold
356,Customer_0356,San Diego,Silver
357,Customer_0357,Chicago,Bronze
358,Customer_0358,San Diego,Bronze
359,Customer_0359,New York,Silver
360,Customer_0360,Philadelphia,Silver
361,Customer_0361,San Antonio,Bronze
362,Customer_0362,San Diego,Bronze
363,Customer_0363,Chicago,Bronze
364,Customer_0364,San Diego,Silver
365,Customer_0365,New York,Gold
366,Customer_0366,Phoenix,Bronze
367,Customer_0367,Houston,Bronze
368,Customer_0368,Los Angeles,Bronze
369,Customer_0369,New York,Gold
370,Customer_0370,San Antonio,Gold
371,Customer_0371,Los Angeles,Bronze
372,Customer_0372,Philadelphia,Gold
373,Customer_0373,Houston,Bronze
374,Customer_0374,Los Angeles,Silver
375,Customer_0375,San Diego,Bronze
376,Customer_0376,New York,Bronze
377,Customer_0377,Philadelphia,Silver
378,Customer_0378,Philadelphia,Silver
379,Customer_0379,Houston,Silver
380,Customer_0380,Los Angeles,Silver
381,Customer_0381,New York,Silver
382,Customer_0382,San Diego,Silver
383,Customer_0383,San Diego,Bronze
384,Customer_0384,Chicago,Silver
385,Customer_0385,New York,Gold
386,Customer_0386,New York,Silver
387,Customer_0387,New York,Silver
388,Customer_0388,San Antonio,Gold
389,Customer_0389,San Diego,Gold
390,Customer_0390,Chicago,Silver
391,Customer_0391,Philadelphia,Silver
392,Customer_0392,Chicago,Bronze
393,Customer_0393,Los Angeles,Gold
394,Customer_0394,Phoenix,Gold
395,Customer_0395,Philadelphia,Bronze
396,Customer_0396,San Antonio,Bronze
397,Customer_0397,New York,Gold
398,Customer_0398,Chicago,Gold
399,Customer_0399,Los Angeles,Gold
400,Customer_0400,Los Angeles,Silver
401,Customer_0401,San Diego,Silver
402,Customer_0402,San Antonio,Gold
403,Customer_0403,Los Angeles,Gold
404,Customer_0404,San Diego,Silver
405,Customer_0405,Houston,Bronze
406,Customer_0406,Phoenix,Silver
407,Customer_0407,Houston,Silver
408,Customer_0408,Chicago,Gold
409,Customer_0409,San Diego,Gold
410,Customer_0410,New York,Gold
411,Customer_0411,Chicago,Bronze
412,Customer_0412,Chicago,Bronze
413,Customer_0413,Los Angeles,Bronze
414,Customer_0414,Chicago,Bronze
415,Customer_0415,New York,Bronze
416,Customer_0416,Philadelphia,Bronze
417,Customer_0417,San Diego,Gold
418,Customer_0418,New York,Gold
419,Customer_0419,Los Angeles,Silver
420,Customer_0420,Phoenix,Silver
421,Customer_0421,San Diego,Gold
422,Customer_0422,Philadelphia,Bronze
423,Customer_0423,San Antonio,Silver
424,Customer_0424,Phoenix,Silver
425,Customer_0425,Houston,Gold
426,Customer_0426,Chicago,Gold
427,Customer_0427,San Antonio,Gold
428,Customer_0428,San Antonio,Bronze
429,Customer_0429,New York,Silver
430,Customer_0430,Philadelphia,Bronze
431,Customer_0431,New York,Gold
432,Customer_0432,Philadelphia,Silver
433,Customer_0433,San Antonio,Silver
434,Customer_0434,Chicago,Bronze
435,Customer_0435,Houston,Bronze
436,Customer_0436,New York,Gold
437,Customer_0437,Phoenix,Bronze
438,Customer_0438,San Diego,Gold
439,Customer_0439,New York,Bronze
440,Customer_0440,Houston,Gold
441,Customer_0441,San Diego,Gold
442,Customer_0442,Los Angeles,Bronze
443,Customer_0443,Chicago,Gold
444,Customer_0444,Houston,Silver
445,Customer_0445,Phoenix,Silver
446,Customer_0446,Philadelphia,Gold
447,Customer_0447,Los Angeles,Bronze
448,Customer_0448,San Diego,Bronze
449,Customer_0449,Phoenix,Bronze
450,Customer_0450,Los Angeles,Silver
451,Customer_0451,San Diego,Silver
452,Customer_0452,San Diego,Gold
453,Customer_0453,Houston,Gold
454,Customer_0454,New York,Gold
455,Customer_0455,Phoenix,Bronze
456,Customer_0456,Phoenix,Bronze
457,Customer_0457,Chicago,Bronze
458,Customer_0458,Philadelphia,Silver
459,Customer_0459,San Antonio,Silver
460,Customer_0460,New York,Silver
461,Customer_0461,Philadelphia,Silver
462,Customer_0462,Chicago,Silver
463,Customer_0463,Philadelphia,Gold
464,Customer_0464,Houston,Gold
465,Customer_0465,New York,Bronze
466,Customer_0466,San Diego,Silver
467,Customer_0467,Chicago,Bronze
468,Customer_0468,Phoenix,Gold
469,Customer_0469,Chicago,Silver
470,Customer_0470,San Diego,Gold
471,Customer_0471,Philadelphia,Gold
472,Customer_0472,San Antonio,Gold
473,Customer_0473,Houston,Gold
474,Customer_0474,Houston,Bronze
475,Customer_0475,Philadelphia,Silver
476,Customer_0476,San Antonio,Silver
477,Customer_0477,San Antonio,Silver
478,Customer_0478,New York,Silver
479,Customer_0479,Philadelphia,Silver
480,Customer_0480,New York,Gold
481,Customer_0481,Los Angeles,Bronze
482,Customer_0482,San Antonio,Bronze
483,Customer_0483,Los Angeles,Bronze
484,Customer_0484,San Antonio,Silver
485,Customer_0485,Houston,Gold
486,Customer_0486,Chicago,Bronze
487,Customer_0487,Los Angeles,Silver
488,Customer_0488,Phoenix,Gold
489,Customer_0489,San Antonio,Silver
490,Customer_0490,Phoenix,Bronze
491,Customer_0491,San Diego,Silver
492,Customer_0492,San Antonio,Bronze
493,Customer_0493,San Antonio,Bronze
494,Customer_0494,Phoenix,Gold
495,Customer_0495,Los Angeles,Bronze
496,Customer_0496,Houston,Silver
497,Customer_0497,New York,Silver
498,Customer_0498,Los Angeles,Gold
499,Customer_0499,San Diego,Bronze
500,Customer_0500,Houston,Gold
501,Customer_0501,New York,Gold
502,Customer_0502,Philadelphia,Silver
503,Customer_0503,San Diego,Gold
504,Customer_0504,San Antonio,Gold
505,Customer_0505,Los Angeles,Silver
506,Customer_0506,Houston,Silver
507,Customer_0507,Phoenix,Bronze
508,Customer_0508,Chicago,Silver
509,Customer_0509,Los Angeles,Bronze
510,Customer_0510,Chicago,Silver
511,Customer_0511,San Diego,Silver
512,Customer_0512,Philadelphia,Silver
513,Customer_0513,San Antonio,Silver
514,Customer_0514,San Antonio,Bronze
515,Customer_0515,San Diego,Silver
516,Customer_0516,New York,Gold
517,Customer_0517,San Diego,Silver
518,Customer_0518,New York,Bronze
519,Customer_0519,Houston,Gold
520,Customer_0520,Phoenix,Silver
521,Customer_0521,Los Angeles,Bronze
522,Customer_0522,Chicago,Bronze
523,Customer_0523,Chicago,Bronze
524,Customer_0524,San Antonio,Silver
525,Customer_0525,Los Angeles,Silver
526,Customer_0526,Los Angeles,Silver
527,Customer_0527,San Diego,Bronze
528,Customer_0528,Chicago,Silver
529,Customer_0529,San Diego,Bronze
530,Customer_0530,San Diego,Silver
531,Customer_0531,Phoenix,Silver
532,Customer_0532,Chicago,Bronze
533,Customer_0533,Chicago,Silver
534,Customer_0534,Los Angeles,Bronze
535,Customer_0535,Phoenix,Silver
536,Customer_0536,Chicago,Silver
537,Customer_0537,Houston,Silver
538,Customer_0538,New York,Silver
539,Customer_0539,Phoenix,Silver
540,Customer_0540,New York,Gold
541,Customer_0541,Philadelphia,Gold
542,Customer_0542,New York,Silver
543,Customer_0543,Chicago,Silver
544,Customer_0544,Chicago,Silver
545,Customer_0545,San Antonio,Gold
546,Customer_0546,New York,Silver
547,Customer_0547,Houston,Gold
548,Customer_0548,Phoenix,Bronze
549,Customer_0549,Phoenix,Bronze
550,Customer_0550,Philadelphia,Gold
551,Customer_0551,San Antonio,Silver
552,Customer_0552,Houston,Gold
553,Customer_0553,San Antonio,Gold
554,Customer_0554,Los Angeles,Gold
555,Customer_0555,San Diego,Gold
556,Customer_0556,Phoenix,Silver
557,Customer_0557,Philadelphia,Bronze
558,Customer_0558,San Diego,Gold
559,Customer_0559,San Antonio,Silver
560,Customer_0560,San Antonio,Bronze
561,Customer_0561,Phoenix,Bronze
562,Customer_0562,New York,Silver
563,Customer_0563,Houston,Gold
564,Customer_0564,Chicago,Silver
565,Customer_0565,San Diego,Silver
566,Customer_0566,Chicago,Bronze
567,Customer_0567,Chicago,Silver
568,Customer_0568,Chicago,Silver
569,Customer_0569,Philadelphia,Gold
570,Customer_0570,Phoenix,Silver
571,Customer_0571,San Diego,Bronze
572,Customer_0572,Houston,Silver
573,Customer_0573,Los Angeles,Silver
574,Customer_0574,New York,Bronze
575,Customer_0575,New York,Bronze
576,Customer_0576,Los Angeles,Silver
577,Customer_0577,San Diego,Silver
578,Customer_0578,Phoenix,Silver
579,Customer_0579,San Diego,Silver
580,Customer_0580,New York,Silver
581,Customer_0581,New York,Gold
582,Customer_0582,San Antonio,Bronze
583,Customer_0583,New York,Bronze
584,Customer_0584,New York,Bronze
585,Customer_0585,Houston,Bronze
586,Customer_0586,San Diego,Bronze
587,Customer_0587,Philadelphia,Bronze
588,Customer_0588,New York,Bronze
589,Customer_0589,San Antonio,Silver
590,Customer_0590,San Antonio,Silver
591,Customer_0591,San Antonio,Gold
592,Customer_0592,San Diego,Silver
593,Customer_0593,Chicago,Gold
594,Customer_0594,San Diego,Gold
595,Customer_0595,Los Angeles,Silver
596,Customer_0596,San Antonio,Silver
597,Customer_0597,Phoenix,Gold
598,Customer_0598,San Antonio,Bronze
599,Customer_0599,Philadelphia,Bronze
600,Customer_0600,Philadelphia,Gold
601,Customer_0601,Phoenix,Gold
602,Customer_0602,San Antonio,Silver
603,Customer_0603,Philadelphia,Bronze
604,Customer_0604,Chicago,Bronze
605,Customer_0605,San Antonio,Gold
606,Customer_0606,Phoenix,Bronze
607,Customer_0607,Los Angeles,Gold
608,Customer_0608,Phoenix,Silver
609,Customer_0609,San Diego,Bronze
610,Customer_0610,San Antonio,Gold
611,Customer_0611,San Antonio,Gold
612,Customer_0612,Houston,Silver
613,Customer_0613,San Antonio,Silver
614,Customer_0614,Houston,Bronze
615,Customer_0615,Philadelphia,Bronze
616,Customer_0616,Philadelphia,Gold
617,Customer_0617,Chicago,Gold
618,Customer_0618,Los Angeles,Bronze
619,Customer_0619,New York,Gold
620,Customer_0620,Chicago,Bronze
621,Customer_0621,Houston,Silver
622,Customer_0622,Houston,Gold
623,Customer_0623,Chicago,Bronze
624,Customer_0624,Houston,Gold
625,Customer_0625,Phoenix,Silver
626,Customer_0626,Chicago,Silver
627,Customer_0627,Los Angeles,Silver
628,Customer_0628,Los Angeles,Silver
629,Customer_0629,Phoenix,Silver
630,Customer_0630,Los Angeles,Bronze
631,Customer_0631,Philadelphia,Bronze
632,Customer_0632,Los Angeles,Silver
633,Customer_0633,Houston,Gold
634,Customer_0634,Houston,Bronze
635,Customer_0635,Chicago,Bronze
636,Customer_0636,Philadelphia,Silver
637,Customer_0637,Chicago,Silver
638,Customer_0638,Los Angeles,Silver
639,Customer_0639,San Antonio,Gold
640,Customer_0640,San Diego,Silver
641,Customer_0641,Philadelphia,Silver
642,Customer_0642,San Diego,Bronze
643,Customer_0643,San Antonio,Bronze
644,Customer_0644,Houston,Bronze
645,Customer_0645,San Antonio,Silver
646,Customer_0646,Los Angeles,Silver
647,Customer_0647,Houston,Bronze
648,Customer_0648,Phoenix,Bronze
649,Customer_0649,San Diego,Silver
650,Customer_0650,San Antonio,Bronze
651,Customer_0651,Houston,Gold
652,Customer_0652,Philadelphia,Bronze
653,Customer_0653,Chicago,Gold
654,Customer_0654,San Antonio,Gold
655,Customer_0655,Phoenix,Silver
656,Customer_0656,Phoenix,Gold
657,Customer_0657,San Antonio,Gold
658,Customer_0658,Philadelphia,Gold
659,Customer_0659,New York,Silver
660,Customer_0660,Los Angeles,Bronze
661,Customer_0661,Chicago,Gold
662,Customer_0662,Philadelphia,Silver
663,Customer_0663,New York,Bronze
664,Customer_0664,Chicago,Gold
665,Customer_0665,Phoenix,Gold
666,Customer_0666,Philadelphia,Bronze
667,Customer_0667,Phoenix,Bronze
668,Customer_0668,San Antonio,Silver
669,Customer_0669,San Diego,Bronze
670,Customer_0670,Chicago,Gold
671,Customer_0671,San Diego,Silver
672,Customer_0672,Phoenix,Bronze
673,Customer_0673,Philadelphia,Gold
674,Customer_0674,New York,Bronze
675,Customer_0675,Phoenix,Silver
676,Customer_0676,Philadelphia,Bronze
677,Customer_0677,Phoenix,Silver
678,Customer_0678,New York,Silver
679,Customer_0679,Phoenix,Gold
680,Customer_0680,San Diego,Gold
681,Customer_0681,Philadelphia,Bronze
682,Customer_0682,Chicago,Gold
683,Customer_0683,San Diego,Gold
684,Customer_0684,San Diego,Gold
685,Customer_0685,Chicago,Gold
686,Customer_0686,San Antonio,Bronze
687,Customer_0687,Houston,Silver
688,Customer_0688,Phoenix,Bronze
689,Customer_0689,Houston,Gold
690,Customer_0690,San Antonio,Silver
691,Customer_0691,San Diego,Silver
692,Customer_0692,San Antonio,Silver
693,Customer_0693,San Diego,Bronze
694,Customer_0694,San Diego,Bronze
695,Customer_0695,New York,Bronze
696,Customer_0696,Los Angeles,Gold
697,Customer_0697,Philadelphia,Gold
698,Customer_0698,Phoenix,Silver
699,Customer_0699,New York,Gold
700,Customer_0700,New York,Bronze
701,Customer_0701,Phoenix,Silver
702,Customer_0702,Phoenix,Silver
703,Customer_0703,Chicago,Bronze
704,Customer_0704,Chicago,Bronze
705,Customer_0705,Chicago,Gold
706,Customer_0706,Phoenix,Gold
707,Customer_0707,New York,Silver
708,Customer_0708,Phoenix,Silver
709,Customer_0709,Houston,Gold
710,Customer_0710,Houston,Silver
711,Customer_0711,Philadelphia,Bronze
712,Customer_0712,Phoenix,Bronze
713,Customer_0713,Philadelphia,Silver
714,Customer_0714,San Antonio,Silver
715,Customer_0715,San Diego,Gold
716,Customer_0716,San Antonio,Silver
717,Customer_0717,Phoenix,Silver
718,Customer_0718,Houston,Silver
719,Customer_0719,Chicago,Silver
720,Customer_0720,Phoenix,Gold
721,Customer_0721,Chicago,Gold
722,Customer_0722,San Diego,Gold
723,Customer_0723,San Antonio,Bronze
724,Customer_0724,New York,Silver
725,Customer_0725,San Antonio,Gold
726,Customer_0726,New York,Bronze
727,Customer_0727,Philadelphia,Silver
728,Customer_0728,New York,Silver
729,Customer_0729,Houston,Bronze
730,Customer_0730,Philadelphia,Gold
731,Customer_0731,Philadelphia,Gold
732,Customer_0732,Houston,Silver
733,Customer_0733,San Diego,Gold
734,Customer_0734,San Antonio,Silver
735,Customer_0735,Chicago,Gold
736,Customer_0736,Philadelphia,Gold
737,Customer_0737,Philadelphia,Gold
738,Customer_0738,Los Angeles,Silver
739,Customer_0739,Philadelphia,Gold
740,Customer_0740,San Diego,Gold
741,Customer_0741,San Antonio,Bronze
742,Customer_0742,San Antonio,Silver
743,Customer_0743,Philadelphia,Silver
744,Customer_0744,Los Angeles,Gold
745,Customer_0745,San Antonio,Silver
746,Customer_0746,Los Angeles,Gold
