product_id,product_name,category,price
1063,Product_0063,Clothing,1487.1
1064,Product_0064,Electronics,477.94
1065,Product_0065,Sports,1660.35
1066,Product_0066,Home,1093.87
1067,Product_0067,Books,1522.04
1068,Product_0068,Sports,947.75
1069,Product_0069,Electronics,1000.89
1070,Product_0070,Electronics,1241.34
1071,Product_0071,Home,1856.3
1072,Product_0072,Home,986.17
1073,Product_0073,Clothing,1059.67
1074,Product_0074,Sports,1205.98
1075,Product_0075,Home,1476.34
1076,Product_0076,Sports,148.34
1077,Product_0077,Electronics,1033.8
1078,Product_0078,Books,965.78
1079,Product_0079,Clothing,1843.76
1080,Product_0080,Home,989.55
1081,Product_0081,Home,939.3
1082,Product_0082,Books,1924.59
1083,Product_0083,Clothing,903.9
1084,Product_0084,Clothing,365.86
1085,Product_0085,Clothing,437.75
1086,Product_0086,Clothing,194.9
1087,Product_0087,Electronics,6.13
1088,Product_0088,Electronics,866.73
1089,Product_0089,Clothing,1539.64
1090,Product_0090,Home,1468.27
1091,Product_0091,Clothing,69.14
1092,Product_0092,Clothing,1142.12
1093,Product_0093,Sports,312.79
1094,Product_0094,Clothing,1882.45
1095,Product_0095,Books,338.89
1096,Product_0096,Sports,1255.15
1097,Product_0097,Electronics,655.85
1098,Product_0098,Clothing,1284.91
1099,Product_0099,Electronics,827.46
1100,Product_0100,Clothing,1520.49
1101,Product_0101,Clothing,465.2
1102,Product_0102,Electronics,1812.05
1103,Product_0103,Electronics,1002.92
1104,Product_0104,Home,1513.41
1105,Product_0105,Sports,1700.21
1106,Product_0106,Clothing,1997.66
1107,Product_0107,Books,451.77
1108,Product_0108,Clothing,577.35
1109,Product_0109,Books,504.61
1110,Product_0110,Clothing,529.43
1111,Product_0111,Home,1166.98
1112,Product_0112,Sports,1987.08
1113,Product_0113,Electronics,1980.6
1114,Product_0114,Books,1055.91
1115,Product_0115,Clothing,1279.86
1116,Product_0116,Home,1720.64
1117,Product_0117,Sports,1866.2
1118,Product_0118,Sports,411.7
1119,Product_0119,Electronics,1059.44
1120,Product_0120,Books,1666.51
1121,Product_0121,Sports,609.89
1122,Product_0122,Books,882.42
1123,Product_0123,Home,1971.31
1124,Product_0124,Sports,1970.17
1125,Product_0125,Home,1812.68
1126,Product_0126,Books,1597.9
1127,Product_0127,Books,541.92
1128,Product_0128,Books,645.1
1129,Product_0129,Home,1096.83
1130,Product_0130,Sports,1123.75
1131,Product_0131,Clothing,1013.48
1132,Product_0132,Home,1275.16
1133,Product_0133,Sports,819.6
1134,Product_0134,Electronics,1499.6
1135,Product_0135,Sports,670.43
1136,Product_0136,Electronics,664.7
1137,Product_0137,Home,258.82
1138,Product_0138,Home,381.48
1139,Product_0139,Home,1701.79
1140,Product_0140,Home,895.33
1141,Product_0141,Home,459.6
1142,Product_0142,Home,1519.89
1143,Product_0143,Home,1110.19
1144,Product_0144,Home,47.21
1145,Product_0145,Sports,636.14
1146,Product_0146,Home,358.12
1147,Product_0147,Sports,1313.47
1148,Product_0148,Books,553.69
1149,Product_0149,Books,134.57
1150,Product_0150,Electronics,114.6
1151,Product_0151,Sports,1165.55
1152,Product_0152,Clothing,48.34
1153,Product_0153,Electronics,1698.34
1154,Product_0154,Sports,315.02
1155,Product_0155,Electronics,1215.1
1156,Product_0156,Books,892.15
1157,Product_0157,Sports,888.49
1158,Product_0158,Books,148.24
1159,Product_0159,Sports,1606.49
1160,Product_0160,Books,1786.64
1161,Product_0161,Electronics,26.98
1162,Product_0162,Books,361.32
1163,Product_0163,Electronics,1808.29
1164,Product_0164,Clothing,1101.24
1165,Product_0165,Electronics,304.33
1166,Product_0166,Home,409.57
1167,Product_0167,Sports,1321.67
1168,Product_0168,Clothing,1451.01
1169,Product_0169,Books,1200.86
1170,Product_0170,Sports,1906.53
1171,Product_0171,Sports,990.66
1172,Product_0172,Books,604.04
1173,Product_0173,Home,957.08
1174,Product_0174,Clothing,722.53
1175,Product_0175,Books,452.71
1176,Product_0176,Home,96.7
1177,Product_0177,Sports,707.66
1178,Product_0178,Clothing,1424.26
1179,Product_0179,Clothing,41.78
1180,Product_0180,Electronics,881.16
1181,Product_0181,Clothing,1289.8
1182,Product_0182,Electronics,1222.76
1183,Product_0183,Sports,1554.41
1184,Product_0184,Electronics,1621.99
1185,Product_0185,Sports,1424.85
1186,Product_0186,Books,210.08
1187,Product_0187,Sports,952.67
1188,Product_0188,Home,1208.79
1189,Product_0189,Electronics,494.9
1190,Product_0190,Books,89.89
1191,Product_0191,Electronics,451.06
1192,Product_0192,Sports,912.51
1193,Product_0193,Sports,830.79
1194,Product_0194,Electronics,357.45
1195,Product_0195,Sports,1649.71
1196,Product_0196,Electronics,1851.74
1197,Product_0197,Clothing,406.69
1198,Product_0198,Books,1859.5
1199,Product_0199,Books,40.63
1200,Product_0200,Clothing,1850.3
1201,Product_0201,Books,1904.1
1202,Product_0202,Books,29.04
1203,Product_0203,Sports,1527.22
1204,Product_0204,Electronics,1940.55
1205,Product_0205,Clothing,1812.27
1206,Product_0206,Sports,1941.57
1207,Product_0207,Books,1102.9
1208,Product_0208,Books,160.92
1209,Product_0209,Home,1700.33
1210,Product_0210,Clothing,1229.59
1211,Product_0211,Books,1231.4
1212,Product_0212,Clothing,837.42
1213,Product_0213,Clothing,1145.82
1214,Product_0214,Books,311.39
1215,Product_0215,Home,1480.84
1216,Product_0216,Clothing,154.66
1217,Product_0217,Electronics,1460.91
1218,Product_0218,Home,1698.71
1219,Product_0219,Books,947.58
1220,Product_0220,Home,1022.11
1221,Product_0221,Sports,627.87
1222,Product_0222,Clothing,1939.07
1223,Product_0223,Sports,1467.58
1224,Product_0224,Sports,741.13
1225,Product_0225,Sports,353.74
1226,Product_0226,Sports,443.06
1227,Product_0227,Home,930.52
1228,Product_0228,Clothing,1885.42
1229,Product_0229,Sports,1469.62
1230,Product_0230,Books,434.41
1231,Product_0231,Books,1719.82
1232,Product_0232,Clothing,759.51
1233,Product_0233,Sports,1704.19
1234,Product_0234,Electronics,487.19
1235,Product_0235,Home,1239.23
1236,Product_0236,Home,1853.71
1237,Product_0237,Clothing,519.5
1238,Product_0238,Books,1387.39
1239,Product_0239,Books,1974.69
1240,Product_0240,Electronics,305.44
1241,Product_0241,Clothing,181.36
1242,Product_0242,Clothing,1350.02
1243,Product_0243,Books,682.77
1244,Product_0244,Home,147.13
1245,Product_0245,Sports,953.23
1246,Product_0246,Books,1508.77
1247,Product_0247,Sports,573.82
1248,Product_0248,Electronics,673.42
1249,Product_0249,Electronics,1692.17
1250,Product_0250,Clothing,1042.54
1251,Product_0251,Clothing,1686.25
1252,Product_0252,Sports,895.55
1253,Product_0253,Electronics,1906.19
1254,Product_0254,Clothing,1303.34
1255,Product_0255,Clothing,236.22
1256,Product_0256,Electronics,1770.76
1257,Product_0257,Electronics,981.08
1258,Product_0258,Electronics,287.57
1259,Product_0259,Home,309.62
1260,Product_0260,Home,1376.63
1261,Product_0261,Home,99.51
1262,Product_0262,Home,576.75
1263,Product_0263,Sports,283.88
1264,Product_0264,Books,884.95
1265,Product_0265,Home,831.64
1266,Product_0266,Sports,1046.14
1267,Product_0267,Sports,562.87
1268,Product_0268,Sports,68.93
1269,Product_0269,Electronics,1230.7
1270,Product_0270,Books,750.57
1271,Product_0271,Electronics,1304.41
1272,Product_0272,Home,221.79
1273,Product_0273,Sports,32.49
1274,Product_0274,Home,500.35
1275,Product_0275,Clothing,915.81
1276,Product_0276,Books,791.17
1277,Product_0277,Electronics,1621.55
1278,Product_0278,Clothing,758.79
1279,Product_0279,Books,1063.23
1280,Product_0280,Sports,1189.06
1281,Product_0281,Electronics,48.55
1282,Product_0282,Sports,1032.69
1283,Product_0283,Books,692.94
1284,Product_0284,Electronics,845.45
1285,Product_0285,Home,205.07
1286,Product_0286,Home,1566.73
1287,Product_0287,Electronics,1885.1
1288,Product_0288,Clothing,49.43
1289,Product_0289,Electronics,1204.74
1290,Product_0290,Electronics,1528.87
1291,Product_0291,Home,573.19
1292,Product_0292,Home,1576.17
1293,Product_0293,Clothing,1266.55
1294,Product_0294,Clothing,1858.68
1295,Product_0295,Electronics,1962.1
1296,Product_0296,Sports,89.48
1297,Product_0297,Clothing,892.65
1298,Product_0298,Books,1096.24
1299,Product_0299,Home,297.75
1300,Product_0300,Books,675.89
1301,Product_0301,Sports,1975.36
1302,Product_0302,Clothing,37.38
1303,Product_0303,Sports,907.75
1304,Product_0304,Clothing,1686.1
1305,Product_0305,Electronics,651.18
1306,Product_0306,Clothing,962.2
1307,Product_0307,Clothing,1956.2
1308,Product_0308,Electronics,952.38
1309,Product_0309,Electronics,266.19
1310,Product_0310,Books,108.18
1311,Product_0311,Home,1891.11
1312,Product_0312,Home,535.29
1313,Product_0313,Books,1010.61
1314,Product_0314,Clothing,185.95
1315,Product_0315,Home,850.19
1316,Product_0316,Books,1860.56
1317,Product_0317,Sports,1007.31
1318,Product_0318,Clothing,1942.41
1319,Product_0319,Clothing,521.38
1320,Product_0320,Electronics,1011.57
1321,Product_0321,Electronics,1719.76
1322,Product_0322,Electronics,899.26
1323,Product_0323,Sports,562.58
1324,Product_0324,Sports,1711.67
1325,Product_0325,Home,782.83
1326,Product_0326,Sports,1063.79
1327,Product_0327,Electronics,1953.17
1328,Product_0328,Clothing,377.03
1329,Product_0329,Clothing,606.29
1330,Product_0330,Books,66.98
1331,Product_0331,Sports,786.72
1332,Product_0332,Books,404.37
1333,Product_0333,Clothing,1361.67
1334,Product_0334,Books,366.74
1335,Product_0335,Electronics,1351.25
1336,Product_0336,Clothing,530.63
1337,Product_0337,Home,713.66
1338,Product_0338,Electronics,700.98
1339,Product_0339,Books,1434.92
1340,Product_0340,Books,935.69
1341,Product_0341,Home,725.79
1342,Product_0342,Clothing,1705.98
1343,Product_0343,Electronics,1146.04
1344,Product_0344,Sports,431.59
1345,Product_0345,Home,1800.68
1346,Product_0346,Sports,688.59
1347,Product_0347,Sports,82.76
1348,Product_0348,Electronics,991.73
1349,Product_0349,Electronics,252.26
1350,Product_0350,Sports,480.74
1351,Product_0351,Electronics,1495.49
1352,Product_0352,Books,265.85
1353,Product_0353,Electronics,1614.85
1354,Product_0354,Sports,1874.13
1355,Product_0355,Books,1215.03
1356,Product_0356,Home,1422.17
1357,Product_0357,Electronics,1428.61
1358,Product_0358,Books,1985.65
1359,Product_0359,Electronics,686.37
1360,Product_0360,Home,329.9
1361,Product_0361,Books,1040.74
1362,Product_0362,Sports,1068.83
1363,Product_0363,Electronics,359.94
1364,Product_0364,Books,1228.15
1365,Product_0365,Electronics,33.18
1366,Product_0366,Sports,1855.7
1367,Product_0367,Sports,532.83
1368,Product_0368,Clothing,83.92
1369,Product_0369,Home,220.96
1370,Product_0370,Electronics,484.3
1371,Product_0371,Books,551.44
1372,Product_0372,Clothing,70.46
1373,Product_0373,Clothing,562.31
1374,Product_0374,Home,389.92
1375,Product_0375,Sports,760.35
1376,Product_0376,Home,773.41
1377,Product_0377,Home,681.32
1378,Product_0378,Home,659.21
1379,Product_0379,Books,184.01
1380,Product_0380,Clothing,55.28
1381,Product_0381,Books,408.22
1382,Product_0382,Sports,1514.52
1383,Product_0383,Books,1981.67
1384,Product_0384,Books,1857.41
1385,Product_0385,Sports,1010.92
1386,Product_0386,Clothing,1065.99
1387,Product_0387,Sports,632.59
1388,Product_0388,Sports,1549.01
1389,Product_0389,Clothing,1530.69
1390,Product_0390,Sports,1689.32
1391,Product_0391,Clothing,1791.53
1392,Product_0392,Home,871.53
1393,Product_0393,Sports,1534.92
1394,Product_0394,Electronics,1613.77
1395,Product_0395,Clothing,620.38
1396,Product_0396,Sports,1858.84
1397,Product_0397,Home,193.21
1398,Product_0398,Books,1988.57
1399,Product_0399,Electronics,1541.33
1400,Product_0400,Sports,191.08
1401,Product_0401,Books,1314.18
1402,Product_0402,Books,73.19
1403,Product_0403,Electronics,1541.52
1404,Product_0404,Books,1599.45
1405,Product_0405,Clothing,1206.81
1406,Product_0406,Clothing,1714.44
1407,Product_0407,Clothing,200.28
1408,Product_0408,Sports,555.47
1409,Product_0409,Sports,831.28
1410,Product_0410,Home,89.7
1411,Product_0411,Electronics,899.19
1412,Product_0412,Books,534.1
1413,Product_0413,Clothing,788.51
1414,Product_0414,Electronics,853.08
1415,Product_0415,Home,1759.43
1416,Product_0416,Home,544.33
1417,Product_0417,Sports,1788.02
1418,Product_0418,Books,854.81
1419,Product_0419,Electronics,658.98
1420,Product_0420,Clothing,1007.51
1421,Product_0421,Home,838.4
1422,Product_0422,Sports,518.46
1423,Product_0423,Sports,1007.85
1424,Product_0424,Clothing,307.84
1425,Product_0425,Sports,707.1
1426,Product_0426,Books,1133.75
1427,Product_0427,Home,829.75
1428,Product_0428,Books,1648.71
1429,Product_0429,Sports,517.16
1430,Product_0430,Clothing,1939.69
1431,Product_0431,Clothing,1570.52
1432,Product_0432,Sports,1935.35
1433,Product_0433,Clothing,1677.08
1434,Product_0434,Clothing,288.5
1435,Product_0435,Clothing,1055.29
1436,Product_0436,Sports,344.11
1437,Product_0437,Clothing,1637.36
1438,Product_0438,Sports,1170.4
1439,Product_0439,Books,530.58
1440,Product_0440,Books,1859.55
1441,Product_0441,Books,234.8
1442,Product_0442,Electronics,1129.91
1443,Product_0443,Home,1443.48
1444,Product_0444,Clothing,122.4
1445,Product_0445,Books,1197.72
1446,Product_0446,Sports,1632.72
1447,Product_0447,Clothing,139.72
1448,Product_0448,Home,1026.92
1449,Product_0449,Sports,520.82
1450,Product_0450,Home,1327.53
1451,Product_0451,Home,241.76
1452,Product_0452,Electronics,1874.42
1453,Product_0453,Home,1789.98
1454,Product_0454,Clothing,376.02
1455,Product_0455,Books,649.92
1456,Product_0456,Books,1177.33
1457,Product_0457,Sports,1437.53
1458,Product_0458,Electronics,888.1
1459,Product_0459,Books,316.8
1460,Product_0460,Clothing,212.78
1461,Product_0461,Home,1999.53
1462,Product_0462,Books,913.43
1463,Product_0463,Books,1745.7
1464,Product_0464,Electronics,967.34
1465,Product_0465,Clothing,1845.1
1466,Product_0466,Sports,180.08
1467,Product_0467,Home,232.47
1468,Product_0468,Clothing,1859.62
1469,Product_0469,Home,1895.25
1470,Product_0470,Books,632.86
1471,Product_0471,Clothing,713.55
1472,Product_0472,Sports,907.64
1473,Product_0473,Sports,835.24
1474,Product_0474,Books,384.14
1475,Product_0475,Clothing,1797.26
1476,Product_0476,Clothing,510.35
1477,Product_0477,Home,1412.02
1478,Product_0478,Home,138.98
1479,Product_0479,Home,82.31
1480,Product_0480,Sports,1309.19
1481,Product_0481,Sports,681.34
1482,Product_0482,Clothing,1312.64
1483,Product_0483,Sports,192.57
1484,Product_0484,Clothing,1899.95
1485,Product_0485,Home,1498.29
1486,Product_0486,Electronics,1753.15
1487,Product_0487,Clothing,277.26
1488,Product_0488,Books,643.72
1489,Product_0489,Home,739.85
1490,Product_0490,Sports,1076.66
1491,Product_0491,Electronics,597.25
1492,Product_0492,Sports,125.96
1493,Product_0493,Clothing,740.91
1494,Product_0494,Sports,512.83
1495,Product_0495,Books,774.91
1496,Product_0496,Home,397.93
1497,Product_0497,Electronics,527.48
1498,Product_0498,Home,1255.77
1499,Product_0499,Electronics,779.37
1500,Product_0500,Home,694.04
