order_item_id,order_id,product_id,quantity
408,59582,1098,1
409,69341,1317,3
410,52568,1444,5
411,54823,1358,4
412,67193,1100,4
413,50785,1192,3
414,51955,1370,2
415,67798,1295,1
416,55008,1391,4
417,56159,1459,2
418,50296,1360,5
419,58127,1476,3
420,69858,1158,5
421,69710,1317,3
422,62829,1195,2
423,63503,1269,4
424,62872,1277,5
425,63899,1372,4
426,60378,1325,2
427,54116,1455,4
428,67362,1345,5
429,67590,1113,5
430,52884,1258,1
431,51892,1187,5
432,65858,1272,3
433,50952,1012,1
434,66143,1490,2
435,69637,1484,5
436,50723,1262,5
437,65980,1409,2
438,52654,1384,4
439,55805,1039,4
440,60943,1070,1
441,63603,1435,4
442,51804,1090,1
443,52186,1354,2
444,55648,1484,4
445,63635,1432,5
446,58074,1477,5
447,55512,1426,1
448,53145,1005,3
449,69369,1124,2
450,64083,1487,5
451,69718,1146,4
452,59902,1037,2
453,66375,1170,3
454,62797,1049,4
455,60503,1348,1
456,59486,1429,3
457,60003,1330,4
458,58250,1348,4
459,62799,1245,3
460,59848,1357,5
461,69415,1273,1
462,67991,1171,3
463,59287,1226,1
464,57921,1029,3
465,65180,1163,1
466,62846,1309,2
467,54636,1408,2
468,66680,1119,2
469,63646,1286,3
470,62422,1305,1
471,65642,1383,4
472,54522,1114,5
473,66000,1080,4
474,52440,1423,1
475,65870,1124,1
476,61818,1081,2
477,61640,1203,4
478,64548,1155,2
479,56215,1113,4
480,65375,1035,5
481,50512,1306,2
482,63877,1116,4
483,65888,1358,4
484,50070,1155,4
485,63892,1114,1
486,65477,1418,4
487,60444,1007,1
488,62093,1045,2
489,51188,1304,3
490,69764,1027,4
491,69335,1491,1
492,65292,1205,4
493,50304,1164,3
494,58605,1163,2
495,66360,1318,3
496,63523,1168,4
497,68094,1024,1
498,62319,1007,3
499,64276,1285,4
500,56748,1062,5
501,66257,1281,3
502,60671,1487,1
503,66002,1284,1
504,54088,1400,5
505,55365,1243,3
506,51757,1093,4
507,63501,1226,3
508,64661,1320,4
509,55674,1433,3
510,57683,1206,4
511,61390,1007,4
512,65115,1275,1
513,56059,1188,2
514,59767,1419,4
515,53711,1209,1
516,66196,1307,5
517,67469,1415,4
518,64793,1292,3
519,66310,1195,5
520,65283,1183,5
521,66715,1045,3
522,58587,1099,4
523,54110,1062,4
524,69224,1109,3
525,50048,1061,5
526,58106,1342,1
527,64526,1302,4
528,65863,1394,4
529,63712,1266,2
530,59792,1153,5
531,68449,1125,4
532,54702,1047,5
533,52842,1095,2
534,62579,1251,4
535,56410,1455,1
536,59383,1183,3
537,59139,1293,4
538,55282,1132,5
539,69970,1422,4
540,57651,1038,2
541,63409,1133,5
542,53199,1495,3
543,69822,1238,4
544,69741,1388,3
545,51383,1129,3
546,62864,1414,3
547,61893,1080,4
548,53471,1215,1
549,65389,1195,5
550,65292,1460,2
551,66883,1002,4
552,62038,1480,5
553,64145,1445,3
554,64452,1157,5
555,65349,1225,4
556,61690,1373,1
557,64894,1062,4
558,51210,1137,2
559,62354,1234,5
560,54065,1405,1
561,58141,1436,1
562,65375,1251,3
563,52277,1479,1
564,65088,1484,4
565,55191,1001,3
566,65078,1290,4
567,65334,1488,4
568,50305,1133,3
569,54676,1162,1
570,66104,1157,4
571,56843,1354,5
572,58783,1216,2
573,50314,1377,5
574,63874,1181,4
575,51867,1454,5
576,55442,1130,5
577,59538,1205,4
578,65391,1429,4
579,59966,1384,4
580,69646,1187,1
581,60446,1343,2
582,55071,1229,2
583,53818,1163,5
584,65684,1147,1
585,59192,1414,1
586,62100,1405,3
587,57404,1446,2
588,55462,1199,2
589,61998,1284,5
590,55888,1047,1
591,69998,1410,3
592,64633,1086,5
593,66392,1313,4
594,55687,1435,3
595,50586,1395,3
596,50956,1409,4
597,67180,1310,1
598,67480,1476,5
599,63591,1347,2
600,61779,1328,5
601,54185,1019,2
602,65170,1320,5
603,60326,1049,1
604,62065,1195,3
605,50480,1207,3
606,60330,1204,5
607,63874,1395,4
608,65400,1347,1
609,52910,1032,3
610,50644,1189,1
611,67113,1007,5
612,56238,1409,4
613,59458,1110,2
614,62550,1213,4
615,59829,1431,2
616,68880,1375,4
617,66847,1444,5
618,57874,1172,2
619,53821,1148,4
620,69506,1247,1
621,64166,1341,1
622,65106,1444,2
623,59281,1352,3
624,59698,1448,2
625,53636,1001,1
626,58584,1436,4
627,60852,1188,4
628,52589,1077,5
629,62709,1076,3
630,62304,1195,5
631,66819,1174,4
632,51048,1037,4
633,54514,1133,2
634,58582,1247,5
635,67599,1039,1
636,54755,1142,3
637,69444,1494,1
638,69126,1466,2
639,51898,1251,2
640,57266,1229,5
641,55178,1073,1
642,59786,1462,2
643,68487,1118,2
644,57510,1085,1
645,63260,1019,2
646,52745,1447,3
647,61405,1151,4
648,57052,1211,3
649,68357,1033,2
650,65580,1145,4
651,54303,1124,5
652,62424,1498,1
653,56843,1218,2
654,58749,1110,1
655,59253,1336,2
656,66412,1119,3
657,55804,1417,2
658,50083,1464,3
659,53858,1028,4
660,66533,1238,4
661,55934,1124,2
662,51191,1427,4
663,58008,1068,2
664,67406,1206,1
665,67465,1175,4
666,68952,1236,2
667,63678,1089,3
668,66384,1061,5
669,65460,1118,3
670,50392,1341,4
671,58361,1459,5
672,60525,1483,3
673,59277,1321,2
674,66576,1006,5
675,69643,1434,4
676,60901,1459,4
677,51927,1272,4
678,57199,1277,2
679,53955,1410,5
680,59414,1176,5
681,54683,1175,2
682,51614,1373,5
683,53432,1123,2
684,59927,1415,4
685,52830,1275,1
686,50557,1153,4
687,55608,1472,1
688,62883,1073,2
689,62616,1418,2
690,57810,1266,3
691,63267,1122,2
692,53827,1309,1
693,64451,1478,1
694,50348,1087,3
695,52703,1263,1
696,68443,1354,1
697,59357,1211,2
698,61127,1115,1
699,57948,1145,2
700,62940,1209,4
701,64961,1314,1
702,65588,1299,3
703,54983,1290,3
704,62532,1182,3
705,65688,1413,2
706,58263,1222,4
707,57641,1458,3
708,62552,1159,5
709,61477,1374,4
710,55051,1278,4
711,69157,1093,2
712,61228,1045,1
713,61290,1067,4
714,54112,1235,3
715,63508,1269,5
716,68349,1338,3
717,64523,1077,5
718,60192,1093,1
719,62732,1309,3
720,54677,1289,4
721,51212,1081,2
722,62793,1292,1
723,53636,1117,2
724,51807,1154,3
725,65498,1042,2
726,58681,1035,5
727,67067,1419,2
728,67320,1479,4
729,52459,1295,3
730,65358,1049,1
731,56698,1174,2
732,64069,1177,3
733,50882,1199,1
734,59413,1092,5
735,62572,1068,1
736,58938,1461,5
737,61035,1424,4
738,50227,1027,2
739,50148,1153,3
740,62001,1068,4
741,58320,1036,4
742,61541,1323,5
743,57192,1180,5
744,50106,1275,5
745,64005,1122,4
746,52741,1361,5
747,65700,1204,3
748,50249,1060,1
749,68578,1431,1
750,55064,1149,1
751,67854,1373,1
752,50078,1343,5
753,59003,1122,3
754,58348,1126,1
755,53287,1161,1
756,59528,1447,1
757,54304,1217,4
758,58742,1372,2
759,57493,1081,3
760,53988,1039,2
761,65774,1143,2
762,60472,1091,5
763,66769,1155,4
764,66282,1141,3
765,55250,1095,4
766,55825,1481,5
767,69031,1137,2
768,56252,1011,2
769,51895,1213,2
770,60857,1384,4
771,69335,1424,2
772,54676,1186,4
773,62752,1340,1
774,56756,1070,5
775,57700,1034,5
776,59049,1374,1
777,52866,1255,2
778,57727,1002,1
779,55461,1118,2
780,66365,1196,3
781,54559,1001,1
782,66980,1153,5
783,50337,1283,4
784,58058,1024,1
785,55367,1100,3
786,58956,1283,1
787,65420,1324,1
788,69138,1334,1
789,64558,1131,2
790,60062,1068,1
791,60249,1122,2
792,69861,1279,4
793,69831,1296,1
794,65257,1475,3
795,53286,1296,3
796,55285,1391,1
797,55448,1425,5
798,54582,1222,3
799,69354,1100,1
800,53182,1104,2
801,67058,1494,1
802,66123,1138,2
803,60571,1185,2
804,56138,1184,4
805,55317,1485,3
806,63516,1065,4
807,63424,1078,1
808,60803,1321,1
809,61369,1477,3
810,66520,1319,5
811,65090,1483,2
812,65017,1255,2
813,55607,1146,5
814,51275,1089,5
815,59173,1102,1
816,56769,1414,1
817,56699,1302,5
818,60402,1429,3
819,68507,1069,4
820,66073,1108,2
821,63501,1148,1
822,64281,1359,2
823,58276,1492,3
824,60989,1333,3
825,58675,1383,5
826,66168,1425,2
827,69807,1399,2
828,58699,1149,2
829,64418,1437,3
830,51114,1463,3
831,58036,1345,5
832,67411,1079,5
833,63729,1359,1
834,60532,1256,3
835,54276,1367,4
836,66169,1023,5
837,69411,1196,1
838,57842,1265,5
839,66191,1051,1
840,61772,1253,3
841,57949,1306,4
842,56622,1294,5
843,60060,1400,4
844,58192,1214,2
845,62342,1118,5
846,52948,1073,2
847,59543,1092,5
848,64833,1179,3
849,66901,1479,1
850,55606,1381,3
851,62006,1070,2
852,56035,1308,2
853,65800,1275,1
854,57084,1111,3
855,63470,1371,3
856,58643,1005,2
857,55344,1048,2
858,61524,1316,2
859,62479,1281,1
860,63657,1298,4
861,65826,1341,2
862,63514,1455,3
863,67027,1022,4
864,58474,1398,5
865,60174,1210,2
866,59638,1131,1
867,61564,1238,2
868,52807,1272,3
869,67084,1278,1
870,60431,1136,2
871,61069,1020,2
872,67542,1334,3
873,59297,1447,3
874,59209,1453,4
875,61304,1431,3
876,68761,1110,3
877,55070,1427,2
878,53116,1327,2
879,52158,1260,5
880,64739,1148,3
881,50214,1395,5
882,64160,1061,1
883,67689,1401,4
884,63631,1452,2
885,53412,1482,1
886,63258,1443,4
887,58858,1409,3
888,50447,1378,3
889,53954,1060,1
890,64843,1167,5
891,61220,1072,4
892,59994,1184,3
893,65527,1255,1
894,60484,1442,2
895,69366,1355,1
896,51018,1407,4
897,55726,1418,1
898,53768,1404,3
899,58278,1006,3
900,68221,1474,5
901,58188,1217,1
902,56311,1126,5
903,51691,1212,4
904,57878,1277,3
905,54577,1348,1
906,53785,1209,1
907,52676,1278,2
908,62644,1207,5
909,64178,1402,5
910,64815,1051,3
911,51072,1351,2
912,68426,1279,5
913,60142,1241,3
914,61242,1193,1
915,67549,1119,3
916,55513,1129,4
917,60068,1323,3
918,51420,1075,5
919,59848,1114,2
920,55323,1217,3
921,53648,1324,1
922,62368,1201,1
923,52602,1076,5
924,69483,1399,5
925,54650,1107,5
926,51584,1472,4
927,58933,1215,5
928,57768,1404,1
929,63157,1260,1
930,63345,1130,2
931,61845,1477,2
932,61492,1156,3
933,65543,1304,4
934,63034,1400,2
935,52790,1213,1
936,59265,1402,3
937,63755,1415,5
938,55341,1133,5
939,67274,1070,5
940,59656,1035,4
941,56426,1008,1
942,57631,1265,1
943,62384,1128,4
944,64186,1208,2
945,55116,1267,2
946,53433,1144,3
947,51833,1319,4
948,59923,1195,5
949,68544,1401,4
950,69182,1081,3
951,61196,1302,2
952,60636,1157,4
953,60067,1059,4
954,54745,1077,3
955,58319,1396,2
956,68718,1435,5
957,62323,1007,3
958,54884,1115,5
959,51753,1353,2
960,65024,1380,3
961,68060,1261,1
962,52191,1017,5
963,57507,1248,3
964,67042,1216,4
965,55065,1373,1
966,53612,1410,4
967,57884,1023,1
968,57884,1470,2
969,59629,1206,5
970,69313,1304,3
971,69450,1471,5
972,61588,1301,2
973,51506,1007,3
974,55280,1115,1
975,53615,1439,3
976,50013,1064,2
977,57655,1325,3
978,50136,1216,5
979,61487,1455,5
980,55492,1485,2
981,64495,1023,3
982,60538,1476,1
983,69016,1404,3
984,59698,1479,4
985,53132,1266,3
986,68438,1483,5
987,56179,1125,3
988,65282,1052,5
989,65655,1236,3
990,68495,1123,3
991,62804,1462,5
992,60236,1303,1
993,57698,1220,2
994,58934,1023,1
995,65607,1069,5
996,61322,1319,5
997,50983,1033,3
998,57443,1357,5
999,68283,1008,2
1000,54217,1198,3
1001,59445,1106,1
1002,66734,1133,2
1003,55808,1275,5
1004,63611,1198,4
1005,65702,1176,3
1006,56514,1107,5
1007,67915,1438,4
1008,58926,1123,5
1009,55921,1394,4
1010,54509,1481,4
1011,55334,1233,1
1012,61257,1153,2
1013,54507,1116,1
1014,57168,1127,1
1015,64217,1208,4
1016,67512,1309,5
1017,63579,1319,3
1018,60568,1098,3
1019,63924,1012,2
1020,58235,1399,1
1021,55418,1445,2
1022,64993,1045,5
1023,52701,1328,5
1024,68103,1210,4
1025,58572,1482,1
1026,66349,1406,1
1027,51977,1333,5
1028,59899,1173,5
1029,58439,1182,4
1030,57129,1236,5
1031,60240,1220,2
1032,63243,1045,2
1033,68840,1004,3
1034,66338,1342,2
1035,54631,1029,4
1036,69573,1233,2
1037,59968,1052,2
1038,59146,1232,1
1039,50221,1197,4
1040,63365,1041,3
1041,67737,1144,3
1042,55863,1035,2
1043,67347,1201,2
1044,51750,1044,5
1045,69337,1204,5
1046,55062,1042,4
1047,59626,1176,1
1048,50290,1165,2
1049,67966,1257,4
1050,60189,1212,3
1051,69415,1468,3
1052,57464,1449,1
1053,51197,1262,2
1054,63566,1020,1
1055,53262,1411,1
1056,62307,1338,2
1057,50698,1390,3
1058,53358,1451,5
1059,62758,1209,4
1060,63477,1243,1
1061,53048,1120,5
1062,53749,1036,4
1063,67171,1016,5
1064,50120,1357,4
1065,54602,1028,1
1066,69404,1440,2
1067,60951,1110,4
1068,50540,1258,3
1069,67851,1439,1
1070,56835,1098,4
1071,64305,1053,4
1072,62751,1194,4
1073,57341,1413,4
1074,57408,1134,1
1075,61004,1229,1
1076,57625,1325,2
1077,53481,1323,1
1078,64455,1418,2
1079,63486,1072,5
1080,62044,1486,5
1081,64833,1398,1
1082,60368,1489,4
1083,68567,1045,2
1084,67727,1386,4
1085,69623,1262,4
1086,52163,1397,1
1087,52040,1052,3
1088,59396,1246,4
1089,63851,1428,2
1090,54782,1408,2
1091,52304,1295,5
1092,50737,1332,1
1093,61096,1273,4
1094,69581,1429,1
1095,59293,1137,3
1096,64681,1475,2
1097,51036,1256,5
1098,54324,1495,3
1099,63607,1011,5
1100,58049,1267,5
1101,50530,1241,3
1102,54521,1244,2
1103,65864,1108,4
1104,63698,1186,3
1105,66189,1447,2
1106,57009,1063,4
1107,68578,1137,1
1108,68398,1310,3
1109,57351,1256,2
1110,54152,1498,2
1111,69237,1002,5
1112,56997,1134,1
1113,59923,1372,2
1114,68637,1078,2
1115,55382,1081,1
1116,67694,1130,5
1117,53216,1500,3
1118,55864,1243,3
1119,57768,1147,2
1120,59662,1421,1
1121,54864,1333,3
1122,67675,1137,1
1123,63295,1480,5
1124,63413,1496,4
1125,64636,1379,4
1126,62746,1194,3
1127,62873,1175,1
1128,63212,1145,3
1129,64412,1461,5
1130,68420,1040,1
1131,53932,1107,1
1132,60344,1088,3
1133,53687,1318,2
1134,53636,1048,2
1135,68997,1373,3
1136,59455,1070,2
1137,64085,1179,4
1138,64578,1093,4
1139,50635,1416,5
1140,59843,1321,4
1141,53607,1237,3
1142,56266,1469,5
1143,53765,1431,3
1144,63327,1286,1
1145,52641,1108,4
1146,59005,1057,5
1147,56116,1448,1
1148,69257,1355,4
1149,65761,1267,4
1150,57043,1047,1
1151,55868,1215,2
1152,64350,1479,1
1153,62632,1118,2
1154,61102,1155,2
1155,51444,1052,2
1156,51552,1153,5
1157,62727,1146,1
1158,59396,1390,2
1159,66592,1199,2
1160,50584,1346,2
1161,53722,1300,4
1162,65797,1143,2
1163,69584,1362,5
1164,64691,1429,2
1165,50256,1022,2
1166,51011,1353,4
1167,67566,1476,3
1168,59994,1283,2
1169,59937,1125,3
1170,69231,1046,3
1171,54960,1340,3
1172,55693,1053,1
1173,63723,1404,5
1174,68087,1399,2
1175,57317,1209,4
1176,53022,1307,3
1177,51125,1219,5
1178,50133,1385,5
1179,57487,1024,4
1180,60611,1258,5
1181,59787,1205,1
1182,54785,1229,3
1183,63532,1469,1
1184,67585,1253,5
1185,54658,1185,4
1186,63479,1348,4
1187,60900,1449,5
1188,63738,1405,1
1189,50293,1351,4
1190,63466,1458,3
1191,64948,1443,2
1192,63580,1106,4
1193,66810,1098,3
1194,64943,1229,4
1195,69699,1335,2
1196,63398,1467,1
1197,58926,1050,2
1198,66686,1439,1
1199,63896,1244,5
1200,61163,1322,1
1201,61573,1363,5
1202,57014,1107,3
1203,62274,1081,2
1204,59337,1173,1
1205,52623,1480,1
1206,58805,1365,3
1207,68998,1235,1
1208,56651,1379,1
1209,63548,1224,2
1210,58310,1046,5
1211,55714,1443,4
1212,57700,1415,4
1213,69184,1431,2
1214,52223,1309,4
1215,63358,1459,5
1216,66612,1479,2
1217,53706,1335,1
1218,65130,1384,1
1219,62734,1331,3
1220,56751,1186,5
1221,53534,1115,4
1222,68903,1322,1
1223,53942,1372,2
1224,68988,1383,4
1225,62964,1311,4
1226,67135,1351,2
1227,55927,1172,3
1228,50588,1009,3
1229,63109,1484,4
1230,57425,1086,3
1231,61005,1244,2
1232,59147,1454,4
1233,56431,1362,5
1234,64375,1460,1
1235,60018,1333,1
1236,62697,1002,4
1237,63444,1006,2
1238,63568,1400,4
1239,56607,1229,2
1240,65345,1264,5
1241,54392,1304,1
1242,68969,1277,5
1243,66187,1500,2
1244,61031,1020,1
1245,53607,1078,5
1246,68081,1044,4
1247,61090,1341,4
1248,66297,1260,1
1249,50550,1219,5
1250,56759,1448,5
1251,55994,1236,3
1252,66274,1419,4
1253,59290,1080,3
1254,52347,1169,2
1255,62304,1266,1
1256,53176,1427,5
1257,58934,1023,2
1258,69848,1221,1
1259,58691,1208,5
1260,58574,1390,5
1261,50805,1203,5
1262,59213,1162,1
1263,69158,1087,4
1264,69021,1372,5
1265,69269,1499,2
1266,57237,1385,3
1267,51308,1357,5
1268,54740,1279,4
1269,54227,1478,4
1270,51557,1115,4
1271,64188,1372,2
1272,60453,1136,3
1273,64434,1247,3
1274,53994,1063,5
1275,63921,1307,3
1276,51297,1213,3
1277,64430,1084,5
1278,66262,1390,5
1279,55073,1077,1
1280,56572,1364,1
1281,58710,1244,1
1282,61588,1485,3
1283,60577,1102,1
1284,52093,1268,4
1285,57575,1386,5
1286,60112,1212,4
1287,62276,1149,1
1288,62637,1160,5
1289,63316,1044,2
1290,58998,1439,3
1291,60050,1293,2
1292,56750,1228,4
1293,55434,1278,2
1294,56220,1013,4
1295,58769,1131,5
1296,52188,1041,2
1297,54374,1065,5
1298,52314,1446,3
1299,58174,1315,2
1300,59914,1021,2
1301,53264,1371,3
1302,52777,1344,4
1303,60515,1095,2
1304,54470,1163,3
1305,67361,1373,5
1306,53297,1159,4
1307,59636,1328,2
1308,66050,1216,1
1309,52077,1388,5
1310,58995,1262,1
1311,59437,1032,1
1312,61052,1320,3
1313,67717,1484,2
1314,61660,1393,1
1315,57543,1330,1
1316,57928,1055,1
1317,62481,1130,3
1318,55969,1451,3
1319,63695,1439,1
1320,57649,1023,5
1321,51207,1291,1
1322,60697,1411,2
1323,55030,1081,2
1324,57172,1479,2
1325,56476,1427,5
1326,52733,1277,2
1327,55783,1362,2
1328,68274,1026,3
1329,56404,1141,1
1330,64649,1061,4
1331,58174,1272,4
1332,51326,1403,1
1333,66755,1200,4
1334,68114,1200,4
1335,54713,1004,5
1336,53410,1077,2
1337,68614,1239,5
1338,51955,1228,1
1339,67779,1118,5
1340,53465,1082,3
1341,67334,1078,4
1342,68661,1343,5
1343,54802,1047,5
1344,54426,1187,5
1345,52124,1112,4
1346,65740,1163,4
1347,56989,1380,3
1348,62861,1409,4
1349,62285,1180,1
1350,60365,1414,4
1351,54852,1070,3
1352,57312,1382,3
1353,60016,1085,4
1354,51859,1151,5
1355,58077,1327,3
1356,64214,1159,2
1357,58436,1202,5
1358,57896,1051,1
1359,66807,1311,5
1360,60700,1235,3
